,review_lst
630,만족좋아요 시원하겠죠?(2019-06-06 11:41:53 에 등록된 네이버 페이 구매평)
631,만족좋아요 시원하겠죠?(2019-06-06 11:41:53 에 등록된 네이버 페이 구매평)
632,완전  신세계 !!! 덥는 순간 촉감이  말도 못하게 좋습니다!!
633,완전  신세계 !!! 덥는 순간 촉감이  말도 못하게 좋습니다!!
634,배송도 빠르고 가볍고 좋아요
635,배송도 빠르고 가볍고 좋아요
636,만족이불은 부드럽고 좋습니다. 시원하게 해주는거보다 몸에 열기가 차지않게 해주고 공기가 잘 통해서 쾌적하게 해주는 효과가 있네요(2019-06-05 15:25:00 에 등록된 네이버 페이 구매평)
637,만족이불은 부드럽고 좋습니다. 시원하게 해주는거보다 몸에 열기가 차지않게 해주고 공기가 잘 통해서 쾌적하게 해주는 효과가 있네요(2019-06-05 15:25:00 에 등록된 네이버 페이 구매평)
638,"부드럽고, 부드럽네!!사용한 것이인지 아닌지 만져보지 않으면 자꾸 헷갈리네^^*"
639,"부드럽고, 부드럽네!!사용한 것이인지 아닌지 만져보지 않으면 자꾸 헷갈리네^^*"
640,만족지금 딱 좋은 쿨 매트 엄청 시원하고 죽여 주네요 강추 합니다 ~~ 짱~^^^^^^(2019-06-05 00:24:58 에 등록된 네이버 페이 구매평)
641,만족지금 딱 좋은 쿨 매트 엄청 시원하고 죽여 주네요 강추 합니다 ~~ 짱~^^^^^^(2019-06-05 00:24:58 에 등록된 네이버 페이 구매평)
642,만족부드럽슴니다 배송도빠라거(2019-06-04 22:37:34 에 등록된 네이버 페이 구매평)
643,만족부드럽슴니다 배송도빠라거(2019-06-04 22:37:34 에 등록된 네이버 페이 구매평)
644,보통시원하고 만족합니다(2019-06-04 20:17:35 에 등록된 네이버 페이 구매평)
645,보통시원하고 만족합니다(2019-06-04 20:17:35 에 등록된 네이버 페이 구매평)
646,만족진짜 이번여름 잘보낼수 있을것 같아요!(2019-06-04 19:23:24 에 등록된 네이버 페이 구매평)
647,만족진짜 이번여름 잘보낼수 있을것 같아요!(2019-06-04 19:23:24 에 등록된 네이버 페이 구매평)
648,만족잘 받았어요~ 너무 만족합니다(2019-06-04 18:08:54 에 등록된 네이버 페이 구매평)
649,만족잘 받았어요~ 너무 만족합니다(2019-06-04 18:08:54 에 등록된 네이버 페이 구매평)
650,"만족더 더워지기전에 얼른 구매했어요, 완전 시원해서 꿀잠잤어요!(2019-06-04 17:47:32 에 등록된 네이버 페이 구매평)"
651,"만족더 더워지기전에 얼른 구매했어요, 완전 시원해서 꿀잠잤어요!(2019-06-04 17:47:32 에 등록된 네이버 페이 구매평)"
652,만족시원하노 보들보들하네요~~~^^ 바디럽 제품 믿음이 갑니다!(2019-06-04 14:02:30 에 등록된 네이버 페이 구매평)
653,만족베게부터 지금 이불까지 사서 쓰고있는데 넘만족이네요 요즘 벌써더워져서 걱정했는데 잠잠때 이불이 덥지 않아서 짱입니닷!!(2019-06-04 14:05:40 에 등록된 네이버 페이 구매평)
654,만족시원하노 보들보들하네요~~~^^ 바디럽 제품 믿음이 갑니다!(2019-06-04 14:02:30 에 등록된 네이버 페이 구매평)
655,만족베게부터 지금 이불까지 사서 쓰고있는데 넘만족이네요 요즘 벌써더워져서 걱정했는데 잠잠때 이불이 덥지 않아서 짱입니닷!!(2019-06-04 14:05:40 에 등록된 네이버 페이 구매평)
656,만족말이 필요없습니다 너무시원하고 감촉도 좋아요 초강추합니다(2019-06-04 13:03:23 에 등록된 네이버 페이 구매평)
657,만족말이 필요없습니다 너무시원하고 감촉도 좋아요 초강추합니다(2019-06-04 13:03:23 에 등록된 네이버 페이 구매평)
658,보통시원하고 촉감좋아요(2019-06-04 12:37:04 에 등록된 네이버 페이 구매평)
659,만족이불 던져놨는데 고양이가 먼저 눠서 자고있네요... 부들뷰들하고 착 감겨서 좋아요(2019-06-04 12:44:27 에 등록된 네이버 페이 구매평)
660,만족이쁘고 느낌 좋고 좋네요(2019-06-04 13:01:04 에 등록된 네이버 페이 구매평)
661,보통시원하고 촉감좋아요(2019-06-04 12:37:04 에 등록된 네이버 페이 구매평)
662,만족이불 던져놨는데 고양이가 먼저 눠서 자고있네요... 부들뷰들하고 착 감겨서 좋아요(2019-06-04 12:44:27 에 등록된 네이버 페이 구매평)
663,만족이쁘고 느낌 좋고 좋네요(2019-06-04 13:01:04 에 등록된 네이버 페이 구매평)
664,만족상품매진됬다고 순차배송해준다하셔서 오래 걸릴줄알았더니 하루만에 와서 대만족입니다. 올여름은 마약쿨매트랑 쿨이불로 무더위 견뎌내보렵니다(2019-06-04 11:54:24 에 등록된 네이버 페이 구매평)
665,만족상품매진됬다고 순차배송해준다하셔서 오래 걸릴줄알았더니 하루만에 와서 대만족입니다. 올여름은 마약쿨매트랑 쿨이불로 무더위 견뎌내보렵니다(2019-06-04 11:54:24 에 등록된 네이버 페이 구매평)
666,만족좋아요좋아요 좋아요(2019-06-04 10:28:54 에 등록된 네이버 페이 구매평)
667,만족좋아요좋아요 좋아요(2019-06-04 10:28:54 에 등록된 네이버 페이 구매평)
668,만족잘받았습니다. 한때 품절되어있어서 살수는 있나 했었는데 마침 오늘 입고가 되어 바로 구매하였네요. 계속 바디럽 제품만 쓸거 같네요.(2019-06-01 21:16:31 에 등록된 네이버 페이 구매평)
669,만족잘받았습니다. 한때 품절되어있어서 살수는 있나 했었는데 마침 오늘 입고가 되어 바로 구매하였네요. 계속 바디럽 제품만 쓸거 같네요.(2019-06-01 21:16:31 에 등록된 네이버 페이 구매평)
670,보통처음 사용시 시원했어요. 역시나 시간 지나면 체온때문인지 더워지는.. 배게도 너ㅜ 기대를 많이했나봐요 잘 미끌어지고 아직까지 왜 마약베게인지 잘 모르겠네요(2019-06-02 08:32:53 에 등록된 네이버 페이 구매평)
671,보통처음 사용시 시원했어요. 역시나 시간 지나면 체온때문인지 더워지는.. 배게도 너ㅜ 기대를 많이했나봐요 잘 미끌어지고 아직까지 왜 마약베게인지 잘 모르겠네요(2019-06-02 08:32:53 에 등록된 네이버 페이 구매평)
672,빠른 배송에 만족스런 품질!!좋아요~!!
673,빠른 배송에 만족스런 품질!!좋아요~!!
674,감은 한 계절 시원하개 덮을 수 있으나 불량 제품을 두번이나 받았습니다 받으시면 구석구석확인 잘하세요 홍보하시는만큼 제품을 신경 좀 써주시길 바랍니다. 1차 배차 배송 시에는 곰팡이 난 제품을 보내주시더니교환제품에는 찍어지고 펜이 뭍어있는 제품이군요 불량 제품 교환 시에는 더욱 신경 써야하눈거 아닌가요!
675,감은 한 계절 시원하개 덮을 수 있으나 불량 제품을 두번이나 받았습니다 받으시면 구석구석확인 잘하세요 홍보하시는만큼 제품을 신경 좀 써주시길 바랍니다. 1차 배차 배송 시에는 곰팡이 난 제품을 보내주시더니교환제품에는 찍어지고 펜이 뭍어있는 제품이군요 불량 제품 교환 시에는 더욱 신경 써야하눈거 아닌가요!
676,ㅋㅋㅋ세상 이렇게 엉망진창은 첨봅니다.두세트 시켜서 우선 한세트만 먼저 세탁해서 천만다행이지 개쓰레기를 집에 두세트나 보관할뻔했습니다.1. 매트커버 불량에 매트 흰색 실 몇가닥이 매트를 뚫고 올라와 살을찌름2. 이불이...따로 커버가있는것도아닌데 세탁시 안에 솜 안뭉치게한답시고 겉으로 다 보이게 실뜸을 떠놨음3. 무엇보다 시원하긴 개뿔..ㅇㅇ인견에비하면 간난아기 수준임.☆총평 비싼 연애인 모델로쓰니라 돈잔치 하지말고 상품 품질에나 신경쓰세요!!!☆포장도 안뜯고 반품한 한세트는 얼릉 환불처리해주시고!!!!!!
677,"매트: 처음에 누울땐 시원하지만 계속 누워있으면 체온에 맞게 더워짐이불: 모달 이불보다 부드럽고 가벼움, 스칠때마다 시원함"
678,"구매한지 한달 정도 된 것 같아요.그런데 갑자기 까는 이불에서 저렇게 빨간색이 올라오고 있어요. 빨간색 잠옷은 입고 자지도 않지만, 이상하게 덮는 이불은 멀쩡한데 요에서만 저런 현상이 나옵니다.저렴한 것도 아닌데…이거 교환 가능하다면 교환요청 드립니다.그리고 컬러는.. 쿨그레인데, 실제로 보면 민트끼가 있어서 이건 그레이도 민트도 아닌 컬러입니다…암튼 문제는 저 빨간 얼룩인데 해결해주심 좋을 것 같네요…(2022-07-25 21:46:34 에 등록된 네이버 페이 구매평)"
679,"겨울마약패드,이불 구매하고 넘 좋아서 쿨이불도 구매했어요 아직 사용하지는 않았지만, 바디럽제품 넘 좋아요^^"
680,"겨울마약패드,이불 구매하고 넘 좋아서 쿨이불도 구매했어요 아직 사용하지는 않았지만, 바디럽제품 넘 좋아요^^"
681,이거 반품된거 다시 보내주신겁니까???교환 귀찮아서 그냥 쓸까생각중입니다 ㅠㅠㅠ저번에 한개만 구매하고 너무 좋아서 하나구입더 한건데처음 개봉할때  느낌이 새제품 같다라는 느낌이 없어서  첫구매와 다르게 꼼꼼하 체크하면서 봤는데  역시 이런 볼펜자국같은게 있어요  저번구매이불은 새제품받았을때 냄새부터틀린데 이건 그런 새제품 냄새도 안나고 많이 구김이심했어요 찝찝하네요
682,이불 촤르르감기고 촉감 좋아요ㆍ여름만되면 온몸 불덩이 되는 신랑이랑 아기 1+1로 사줬어요ㅡ
683,이불 촤르르감기고 촉감 좋아요ㆍ여름만되면 온몸 불덩이 되는 신랑이랑 아기 1+1로 사줬어요ㅡ
684,최악 배송이 늦어서 연락(문의) 납겼더니 확인하자마자 배송했다는 카톡만 띡 남기고 심지어 문의때문에 급하게 보냈는지 다른게 왔다가 오배송신청하고 2개신청했눈데 또 하나씩 몇일 지나서 오는바람에 오늘 겨우 받아서 빨래했어요 상태는 좋은데 배송 관련 최앋이네요 저번에도 포장안되오있는 상태로 오더니(2020-05-28 20:33:00 에 등록된 네이버 페이 구매평)
685,최악 배송이 늦어서 연락(문의) 납겼더니 확인하자마자 배송했다는 카톡만 띡 남기고 심지어 문의때문에 급하게 보냈는지 다른게 왔다가 오배송신청하고 2개신청했눈데 또 하나씩 몇일 지나서 오는바람에 오늘 겨우 받아서 빨래했어요 상태는 좋은데 배송 관련 최앋이네요 저번에도 포장안되오있는 상태로 오더니(2020-05-28 20:33:00 에 등록된 네이버 페이 구매평)
686,촉감도 좋고 시원하고 좋아요
687,촉감도 좋고 시원하고 좋아요
688,애들 침대용으로 싱글 이불 샀는데 감촉이 너무 좋네요 일단 이불만 샀었는데 만족해서 매트리스도 추가구매합니다~사진으로 느껴지시는지 모르겠는데 양면 감촉이 다릅니다
689,애들 침대용으로 싱글 이불 샀는데 감촉이 너무 좋네요 일단 이불만 샀었는데 만족해서 매트리스도 추가구매합니다~사진으로 느껴지시는지 모르겠는데 양면 감촉이 다릅니다
690,촉감 너무좋아요시원하고 부드럽고 포근하고 최고네요두개 구입했는데 두개 더 구입해야겠어요
691,야시차게 3셋트 구매어제 사용후기~진짜 살에 닿는 느씸 시원해요물론 한여름까지 써봐야 할듯^^
692,야시차게 3셋트 구매어제 사용후기~진짜 살에 닿는 느씸 시원해요물론 한여름까지 써봐야 할듯^^
693,이불 시원하고 좋아요 여름이불은 여기서 계속 사고싶어요다만 배송이 너무 늦어요이불2개 주문했는데 처음엔 매트리스로 오배송왔고 이불 하나는 금방 받았지만 나머지 하나는 2주가 거의 다되도록 못받았네요
694,이불 시원하고 좋아요 여름이불은 여기서 계속 사고싶어요다만 배송이 너무 늦어요이불2개 주문했는데 처음엔 매트리스로 오배송왔고 이불 하나는 금방 받았지만 나머지 하나는 2주가 거의 다되도록 못받았네요
695,펼쳐 봤는데 시원하네여 맘에 들어요(2020-05-28 16:29:18 에 등록된 네이버 페이 구매평)
696,펼쳐 봤는데 시원하네여 맘에 들어요(2020-05-28 16:29:18 에 등록된 네이버 페이 구매평)
697,여름이불이 필요해서 많이 알아보다가 후기가 좋아서구입해보았습니다.세탁후 사용해보니 시원한 감촉에 처음 느껴보는보드라운 느낌만족합니다.매트도 같이 구입할껄 아쉽네요.여름지나면 사계절용도 구입예정입니다.
698,여름이불이 필요해서 많이 알아보다가 후기가 좋아서구입해보았습니다.세탁후 사용해보니 시원한 감촉에 처음 느껴보는보드라운 느낌만족합니다.매트도 같이 구입할껄 아쉽네요.여름지나면 사계절용도 구입예정입니다.
699,가격도 적당하고 시원해좋아요(2020-05-27 07:24:25 에 등록된 네이버 페이 구매평)
700,가격도 적당하고 시원해좋아요(2020-05-27 07:24:25 에 등록된 네이버 페이 구매평)
701,아래매트랑 이불 둘다 샀는데 시원하고 몸에 착 감겨서 좋아요 근데 보플이 잘생겨서 그건 아쉬워요(2020-05-26 20:48:10 에 등록된 네이버 페이 구매평)
702,아래매트랑 이불 둘다 샀는데 시원하고 몸에 착 감겨서 좋아요 근데 보플이 잘생겨서 그건 아쉬워요(2020-05-26 20:48:10 에 등록된 네이버 페이 구매평)
703,완전 검은색이에요 색이 개구려요ㅋㅋ 카메라에는 좀 환하게 나왔는데 진짜 색이 아주싼티나요ㅋㅋ(2020-05-26 20:25:36 에 등록된 네이버 페이 구매평)
704,색상 싼티 오지고 지리고 작음(2020-05-26 20:26:24 에 등록된 네이버 페이 구매평)
705,완전 검은색이에요 색이 개구려요ㅋㅋ 카메라에는 좀 환하게 나왔는데 진짜 색이 아주싼티나요ㅋㅋ(2020-05-26 20:25:36 에 등록된 네이버 페이 구매평)
706,색상 싼티 오지고 지리고 작음(2020-05-26 20:26:24 에 등록된 네이버 페이 구매평)
707,기대를 너무 많이해서 그런지생각보다 시원하지않아요.그나마 매트는 몸에 닿는 순간만 살짝 찬기가 느껴지는데막상 잘때는 보통 이불과의 차이점을 전혀 못느끼겠어요.일단 너무 저렴한 느낌의 침구입니다.물론 개인적인 느낌의 차이가 있겠지요.이 가격이면그냥 인견이나 린넨침구가 건강에도 훨 좋을듯해요.재구매의사는 좀 더 써봐야 알것같아요.후기보면 엄청 좋은 후기많던데.많이 아쉽네요.
